"区名","count","D","Date"
"緑区",2379,"2022年1月3日",2022-01-03
"中央区",4419,"2022年1月3日",2022-01-03
"南区",4157,"2022年1月3日",2022-01-03
"市外",834,"2022年1月3日",2022-01-03
"計",11789,"2022年1月3日",2022-01-03
