"区名","count","D","Date"
"緑区",2796,"2022年1月24日",2022-01-24
"中央区",5350,"2022年1月24日",2022-01-24
"南区",4843,"2022年1月24日",2022-01-24
"市外",933,"2022年1月24日",2022-01-24
"計",13922,"2022年1月24日",2022-01-24
