区名,count,D,Date
緑区,2375,2021年11月22日,2021/11/22
中央区,4414,2021年11月22日,2021/11/22
南区,4146,2021年11月22日,2021/11/22
市外,830,2021年11月22日,2021/11/22
計,11765,2021年11月22日,2021/11/22
