"区名","count","D","Date"
"緑区",2375,"2021年12月6日",2021-12-06
"中央区",4416,"2021年12月6日",2021-12-06
"南区",4149,"2021年12月6日",2021-12-06
"市外",830,"2021年12月6日",2021-12-06
"計",11770,"2021年12月6日",2021-12-06
