"区名","count","D","Date"
"緑区",2392,"2022年1月10日",2022-01-10
"中央区",4477,"2022年1月10日",2022-01-10
"南区",4203,"2022年1月10日",2022-01-10
"市外",842,"2022年1月10日",2022-01-10
"計",11914,"2022年1月10日",2022-01-10
