"区名","count","D","Date"
"緑区",6082,"2022年2月21日",2022-02-21
"中央区",11263,"2022年2月21日",2022-02-21
"南区",10202,"2022年2月21日",2022-02-21
"市外",2474,"2022年2月21日",2022-02-21
"計",30021,"2022年2月21日",2022-02-21
