"区名","count","D","Date"
"緑区",2375,"2021年11月15日",2021-11-15
"中央区",NA,"2021年11月15日",2021-11-15
"南区",NA,"2021年11月15日",2021-11-15
"市外",830,"2021年11月15日",2021-11-15
"計",NA,"2021年11月15日",2021-11-15
