"区名","count","D","Date"
"緑区",2376,"2021年12月13日",2021-12-13
"中央区",4416,"2021年12月13日",2021-12-13
"南区",4149,"2021年12月13日",2021-12-13
"市外",830,"2021年12月13日",2021-12-13
"計",11771,"2021年12月13日",2021-12-13
