"区名","count","D","Date"
"緑区",3343,"2022年1月31日",2022-01-31
"中央区",6464,"2022年1月31日",2022-01-31
"南区",5790,"2022年1月31日",2022-01-31
"市外",1083,"2022年1月31日",2022-01-31
"計",16680,"2022年1月31日",2022-01-31
