"区名","count","D","Date"
"緑区",2379,"2021年12月27日",2021-12-27
"中央区",4418,"2021年12月27日",2021-12-27
"南区",4149,"2021年12月27日",2021-12-27
"市外",832,"2021年12月27日",2021-12-27
"計",11778,"2021年12月27日",2021-12-27
