"区名","count","D","Date"
"緑区",5284,"2022年2月14日",2022-02-14
"中央区",9898,"2022年2月14日",2022-02-14
"南区",8922,"2022年2月14日",2022-02-14
"市外",2226,"2022年2月14日",2022-02-14
"計",26330,"2022年2月14日",2022-02-14
