"区名","count","D","Date"
"緑区",2375,"2021年11月8日",2021-11-08
"中央区",4413,"2021年11月8日",2021-11-08
"南区",4140,"2021年11月8日",2021-11-08
"市外",830,"2021年11月8日",2021-11-08
"計",11758,"2021年11月8日",2021-11-08
