"区名","count","D","Date"
"緑区",2489,"2022年1月17日",2022-01-17
"中央区",4699,"2022年1月17日",2022-01-17
"南区",4370,"2022年1月17日",2022-01-17
"市外",871,"2022年1月17日",2022-01-17
"計",12429,"2022年1月17日",2022-01-17
